"PC_1","PC_2","PC_3","PC_4","PC_5","PC_6","PC_7","PC_8","PC_9","PC_10","PC_11","PC_12","PC_13","PC_14","PC_15"
-1.72874857864713,0.282517608498794,0.295149285338343,-0.879533605236469,0.814311452522198,1.24807092305475,-0.164390008763967,-0.170375406508003,-0.209090809563063,0.444047032525777,0.542867117361219,0.246007525269581,-0.0733236734554383,-0.425466403810183,-0.146395557392524
-3.66013965159582,1.00153261885346,-0.437009746437062,0.812961095989766,-0.431680327090919,0.432168342294449,-0.253457697471784,-0.247691850190782,-0.611921285340879,-0.617014386946186,0.361943032206603,0.219714643577059,-0.055430158865296,0.300165249934411,-0.000547926050039816
-0.396556003122153,0.933106411127216,-0.01238373381141,1.53759790245074,0.889219638105794,-0.602496636464629,-0.477291540359562,-0.595926074157641,-0.495761199835584,-0.335333183948556,-0.0527547204441941,0.521871079050234,-0.20132978518021,-0.0332008122482816,-0.0867222392263233
-4.30102713527372,0.169254276269112,-1.69059441818477,-0.0814157351468877,-1.00323963651979,0.329621075352783,0.592221982041972,0.0174004905833922,0.030297509022258,0.156084598098404,-0.0665302496393951,-0.038140385625772,-0.486942971760572,0.10623258852737,-0.00899542819500112
4.20011121997763,0.660648687230953,-0.599338039019784,-2.25110782508822,0.433380530349943,-0.693497139727005,0.227689040263325,-0.818784081739241,0.526202882346311,0.982537311903479,0.340785266045324,0.344595717125874,0.407814069737955,0.196160784120239,0.0494013533292599
-3.9880209267361,0.788714986343827,-0.056658141542574,-0.232313397064038,0.275509931472177,0.29333833843993,0.041378486776799,-0.424427514140628,-0.540419724958184,0.317946425199487,-0.227627254633314,-0.0739413411236604,0.0295425906757549,0.473497407962445,0.0849522012271182
-2.57402266124942,0.153665387265365,0.76463238926635,-0.452130072602893,0.0225283407010938,0.16317983100818,0.148605062455125,-0.531930579812731,0.0756501240484704,-0.166478247398905,-0.164461628607464,0.24837433634859,0.0613289734784887,0.469956355446959,0.455597981462824
2.26659689192496,0.84293818293698,-0.712338576001334,-1.57529467552073,-1.66747059537123,-0.600501410287492,0.118521025207966,-0.273158144457743,-0.0864722361493685,0.359073629307696,0.041888183048682,0.323883872338216,-0.0940490188507764,0.255510234302466,0.0754698188886156
-3.45060051013876,-0.189592835458668,-0.170730313248747,0.363186390263716,0.875215244648812,-0.238535292851721,0.464383815012127,0.224579574912539,0.111628967967605,-0.117907810738126,0.151088651357861,-0.482986939260998,0.302989900997093,0.15878092911333,-0.0634795727705081
1.52768822755131,0.754909218032956,-0.0450830604173913,2.15285494937951,-0.224921535622433,0.168311749441416,0.626850022111182,0.15163294822484,0.497019583455362,0.0255041342187706,0.098076473324612,0.576711366382151,0.100917497586705,0.0156470007945764,0.0183136019756489
